,headline,url,date,author,summary
73,"What to watch today: Earnings kick off, Fink warns on climate change and Democrats debate",https://www.cnbc.com/2020/01/14/earnings-kick-off-fink-warns-on-climate-change-and-democrats-debate.html?&qsearchterm=CLIMATE CHANGE,1/14/2020 8:04:23 AM ET,Jessica Bursztynsky,"BY THE NUMBERSU.S. stock futures were pointing to a steady Wall Street open, following record closes for the S&P 500 and Nasdaq. The Dow, S&P ..."
74,"I wish Trump would follow Greta Thunberg on climate change, EU official says",https://www.cnbc.com/video/2020/01/20/wish-trump-would-follow-greta-thunberg-on-climate-change-eibs-stubb.html?&qsearchterm=CLIMATE CHANGE,1/20/2020 5:24:51 PM ET,Jessica Bursztynsky,"Alexander Stubb, vice president of the European Investment Bank, says world leaders must find some “middle ground” on climate change at Davos."
75,"Climate change cannot be solved by governments alone, economist says",https://www.cnbc.com/video/2020/01/20/climate-change-cannot-be-solved-by-governments-alone-economist-says.html?&qsearchterm=CLIMATE CHANGE,1/20/2020 3:58:01 AM ET,Jessica Bursztynsky,"Individuals need to take their own private actions, or do so at a corporate level, to help the public sector tackle problems associated with climate ..."
76,"RPT-ANALYSIS-For richer or poorer: coronavirus, cheap oil test climate vows",https://www.cnbc.com/2020/03/12/reuters-america-rpt-analysis-for-richer-or-poorer-coronavirus-cheap-oil-test-climate-vows.html?&qsearchterm=CLIMATE CHANGE,3/12/2020 6:00:00 AM ET,Jessica Bursztynsky,(Repeats with no changes to text)* Coronavirus sparks mass sell-off across global markets* Oil price war saw crude prices drop 25% on Monday* Recession fears ...
77,Apple CEO Tim Cook says he’s taking on climate change and needs backup,https://www.cnbc.com/2019/10/22/apple-ceo-tim-cook-accepts-ceres-conference-sustainability-award.html?&qsearchterm=CLIMATE CHANGE,10/22/2019 8:53:10 AM ET,Jessica Bursztynsky,Apple CEO Tim Cook says he’s taking on climate change and he wants backup.Cook delivered the keynote speech at the sustainability nonprofit Ceres’ 30th Anniversary ...
78,Op-Ed: Investors are getting closer to a climate change tipping point,https://www.cnbc.com/2019/10/04/investors-are-getting-closer-to-a-climate-change-tipping-point.html?&qsearchterm=CLIMATE CHANGE,10/4/2019 7:30:18 AM ET,Jessica Bursztynsky,No investor can afford to ignore climate change. It poses a business-critical risk for global companies and a systemic challenge to the financial system. With ...
79,Scientists are using Twitter to measure the impact of climate change,https://www.cnbc.com/2020/02/09/scientists-are-using-twitter-to-measure-the-impact-of-climate-change.html?&qsearchterm=CLIMATE CHANGE,2/9/2020 11:16:01 AM ET,Pippa Stevens,"Minor and recurring floods — also known as nuisance flooding — may be more frequent than official figures would suggest, according to a new study ..."
80,"Microsoft’s attempt to fight climate change matters, says Jim Cramer",https://www.cnbc.com/video/2020/01/16/microsofts-attempt-to-fight-climate-change-matters-says-jim-cramer.html?&qsearchterm=CLIMATE CHANGE,1/16/2020 7:54:40 PM ET,Pippa Stevens,“Mad Money” host Jim Cramer breaks down how American businesses are prioritizing sustainability as the U.S. government puts climate change on the back burner.
81,‘Prepare now or pay later’: Financial regulators must account for climate change risk to corporate ...,https://www.cnbc.com/2019/10/02/financial-regulators-climate-change-risk-to-corporate-bottom-lines.html?&qsearchterm=CLIMATE CHANGE,10/2/2019 1:46:57 PM ET,Emma Newburger,"Climate change poses a significant threat to global corporations, and financial regulators must transform how they account for the economic risks of a warming planet, ..."
82,"Climate change protests snarl up central London, 135 arrested",https://www.cnbc.com/2019/10/07/climate-change-london-police-arrest-21-protesters.html?&qsearchterm=CLIMATE CHANGE,10/7/2019 6:16:14 AM ET,Emma Newburger,Climate change protesters blocked traffic across London’s government district of Westminster on Monday as they launched two weeks of peaceful civil disobedience to call for ...
83,Cramer: Wall Street is finally having the reckoning on climate change it needs,https://www.cnbc.com/video/2020/01/14/cramer-wall-street-is-having-the-reckoning-on-climate-change-it-needs.html?&qsearchterm=CLIMATE CHANGE,1/14/2020 8:16:10 PM ET,Emma Newburger,"BlackRock Chairman and CEO Larry Fink’s decision to call out the warnings of climate change in his annual letter has changed Wall Street forever, CNBC’s ..."
84,"Street finally has reckoning on climate change it needs, says Cramer",https://www.cnbc.com/video/2020/01/14/street-finally-has-reckoning-on-climate-change-it-needs-says-cramer.html?&qsearchterm=CLIMATE CHANGE,1/14/2020 8:17:16 PM ET,Emma Newburger,"BlackRock Chairman and CEO Larry Fink’s decision to call out the warnings of climate change in his annual letter has changed Wall Street forever, CNBC’s ..."
85,"In college, Elon Musk thought these 5 things would change the world",https://www.cnbc.com/2020/07/03/things-a-young-elon-musk-thought-would-change-the-world.html?&qsearchterm=CLIMATE CHANGE,7/3/2020 9:30:01 AM ET,Emma Newburger,"Before Elon Musk was a billionaire or even a millionaire, he was a college student studying physics and economics at the University of Pennsylvania. In ..."
86,Bank of England plans to test how climate change could affect the financial system,https://www.cnbc.com/2019/12/18/bank-of-england-to-test-how-climate-change-impacts-financial-system.html?&qsearchterm=CLIMATE CHANGE,12/18/2019 12:16:14 PM ET,Anmar Frangoul,The Bank of England published a new discussion paper Wednesday which lays outs how it will test the country’s financial system and its resilience to ...
87,New Trump automobile mileage standards to gut Obama climate effort,https://www.cnbc.com/2020/03/30/new-trump-mileage-standards-to-gut-obama-climate-effort.html?&qsearchterm=CLIMATE CHANGE,3/30/2020 5:19:36 PM ET,Anmar Frangoul,President Donald Trump is poised to roll back ambitious Obama-era vehicle mileage standards and raise the ceiling on damaging fossil fuel emissions for years to ...
88,"Activists thought BlackRock, Vanguard found religion on climate change. Not anymore",https://www.cnbc.com/2019/10/13/blackrock-vanguard-found-religion-on-climate-doubts-are-growing.html?&qsearchterm=CLIMATE CHANGE,10/13/2019 10:00:07 AM ET,Eric Rosenbaum,"In the history of the earth’s climate two years is a infinitesimal blip, but in the recent history of investor-led efforts to push for action ..."
89,In pictures: Millions of protesters worldwide come together to demand action on climate change,https://www.cnbc.com/2019/09/20/in-pictures-millions-of-protesters-worldwide-come-together-to-demand-action-on-climate-change.html?&qsearchterm=CLIMATE CHANGE,9/20/2019 11:11:11 AM ET,Mallika Mitra,Protesters across the world came together on Friday to demand action on climate change. The global movement comes ahead of the United Nations Climate Action ...
90,Greta Thunberg urges world leaders in Davos to tackle climate change,https://www.cnbc.com/video/2020/01/21/greta-thunberg-urges-world-leaders-in-davos-to-tackle-climate-change.html?&qsearchterm=CLIMATE CHANGE,1/21/2020 10:31:29 AM ET,Mallika Mitra,Swedish climate activist Greta Thunberg told policymakers that time is running out to effectively tackle the climate crisis. Her comments come as policymakers and business ...
91,"Capitalism ‘will fundamentally be in jeopardy’ if business does not act on climate change, Microsoft ...",https://www.cnbc.com/2020/01/16/microsoft-ceo-capitalism-is-in-jeopardy-if-we-do-not-act-on-climate-change.html?&qsearchterm=CLIMATE CHANGE,1/16/2020 7:39:38 PM ET,Tyler Clifford,"The science is clear that environmental sustainability must factor in a corporation’s growth plans, or the capitalist and economic system the U.S. enjoys “will fundamentally ..."
92,"Amid climate crisis, investors are starting to put their money towards a sustainable future",https://www.cnbc.com/2020/01/24/climate-crisis-investors-putting-money-towards-sustainable-future.html?&qsearchterm=CLIMATE CHANGE,1/25/2020 8:01:01 AM ET,Emma Newburger,"The risks of climate change are already impacting investors, with increasingly frequent climate disasters like wildfires, drought, flooding and heatwaves threatening business operations and properties ..."
93,RPT-INSIGHT-Fires and climate fears rattle Australia’s giant coal lobby,https://www.cnbc.com/2020/02/20/reuters-america-rpt-insight-fires-and-climate-fears-rattle-australias-giant-coal-lobby.html?&qsearchterm=CLIMATE CHANGE,2/20/2020 5:00:00 PM ET,Emma Newburger,"(Repeats story that ran Thursday, with no changes)* Australian bushfires put carbon emissions in spotlight* World’s largest coal exporter has powerful mining lobby* Mining groups’ ..."
94,"Trump’s SEC ‘determined to leave public in the dark’ on climate change, Sierra Club alleges ...",https://www.cnbc.com/2019/10/24/sierra-club-sues-sec-for-first-time-over-blocked-climate-resolutions.html?&qsearchterm=CLIMATE CHANGE,10/24/2019 3:55:20 PM ET,Eric Rosenbaum,The Sierra Club has filed a lawsuit challenging the Securities and Exchange Commission for its failure to respond to a Freedom of Information Act (FOIA) ...
95,"A signal of climate change: Hurricane Dorian stalls over Bahamas, causing massive destruction",https://www.cnbc.com/2019/09/03/hurricane-dorian-stalls-in-bahamas-signaling-a-climate-change-impact.html?&qsearchterm=CLIMATE CHANGE,9/3/2019 2:02:54 PM ET,Emma Newburger,"Hurricane Dorian has hammered the Bahamas for a day and a half in a devastating onslaught that’s flooded neighborhoods, destroyed homes and left five people ..."
96,CORRECTED-British fund industry warns companies on climate risk,https://www.cnbc.com/2020/03/05/reuters-america-corrected-british-fund-industry-warns-companies-on-climate-risk.html?&qsearchterm=CLIMATE CHANGE,3/5/2020 5:10:00 AM ET,Emma Newburger,"(Corrects to show Carney still BoE governor, paragraphs 2 and 5)LONDON, March 5 (Reuters) - Britain’s investment industry trade body has warned companies ahead of ..."
97,Fed Governor Lael Brainard says the central bank needs to guard against climate change,https://www.cnbc.com/2019/11/08/fed-governor-lael-brainard-says-the-central-bank-needs-to-guard-against-climate-change.html?&qsearchterm=CLIMATE CHANGE,11/8/2019 12:50:15 PM ET,Jeff Cox,"Along with all of the other things it must consider, the Federal Reserve needs to take into account climate change when formulating monetary policy, Fed ..."
98,"Climate change blamed as floods overwhelm Venice, swamping basilica and squares",https://www.cnbc.com/2019/11/14/climate-change-blamed-as-floods-overwhelm-venice-swamping-basilica.html?&qsearchterm=CLIMATE CHANGE,11/13/2019 8:28:45 PM ET,Jeff Cox,"Venice’s mayor declared a state of emergency on Wednesday after “apocalyptic” floods swept through the lagoon city, flooding its historic basilica and inundating squares and ..."
99,Amazon threatens to fire employees who speak out on climate change,https://www.cnbc.com/2020/01/02/amazon-threatens-to-fire-employees-who-speak-out-on-climate-change.html?&qsearchterm=CLIMATE CHANGE,1/2/2020 2:33:33 PM ET,Annie Palmer,A group of Amazon employees say the company has threatened to fire two workers for speaking out against the company’s environmental policies.In a statement posted ...
100,"Energy Secretary Rick Perry contradicts Trump, says humans do play a role in causing climate ...",https://www.cnbc.com/2019/07/31/energy-secretary-rick-perry-humans-play-a-role-in-climate-change.html?&qsearchterm=CLIMATE CHANGE,7/31/2019 10:26:46 AM ET,Matthew J. Belvedere,"Energy Secretary Rick Perry, veering from the Trump administration message on climate change, told CNBC on Wednesday he believes that human activity does play a ..."
101,"UPDATE 2-UK watchdog to scrutinise how companies, auditors calculate climate risk",https://www.cnbc.com/2020/02/20/reuters-america-update-2-uk-watchdog-to-scrutinise-how-companies-auditors-calculate-climate-risk.html?&qsearchterm=CLIMATE CHANGE,2/20/2020 10:53:00 AM ET,Matthew J. Belvedere,risk@* FRC to assess resources devoted to topic by auditors* Will evaluate quality of risk disclosures* Issue expected to be a focus at U.N. climate ...
102,‘No doubt’ that climate change has intensified Australian bush fires,https://www.cnbc.com/video/2019/12/16/no-doubt-climate-change-has-intensified-australian-bush-fires-analyst.html?&qsearchterm=CLIMATE CHANGE,12/16/2019 4:47:07 AM ET,Matthew J. Belvedere,Rachel Kyte from Tufts University says there is “no doubt” that climate change has intensified this year’s raging bush fires in Australia.
103,"UPDATE 2-UK watchdog to scrutinize how companies, auditors calculate climate risk",https://www.cnbc.com/2020/02/20/reuters-america-update-2-uk-watchdog-to-scrutinize-how-companies-auditors-calculate-climate-risk.html?&qsearchterm=CLIMATE CHANGE,2/20/2020 10:53:00 AM ET,Matthew J. Belvedere,risk@* FRC to assess resources devoted to topic by auditors* Will evaluate quality of risk disclosures* Issue expected to be a focus at U.N. climate ...
104,UN urges global emissions cuts and warns of ‘bleak’ climate change outlook,https://www.cnbc.com/2019/11/26/un-urges-global-emissions-cuts-warns-of-bleak-climate-change-outlook.html?&qsearchterm=CLIMATE CHANGE,11/26/2019 10:07:03 AM ET,Chloe Taylor,Global carbon emissions must fall by more than 7% a year for the next decade to meet targets set out by the Paris Agreement on ...
105,INSIGHT-Fires and climate fears rattle Australia’s giant coal lobby,https://www.cnbc.com/2020/02/20/reuters-america-insight-fires-and-climate-fears-rattle-australias-giant-coal-lobby.html?&qsearchterm=CLIMATE CHANGE,2/20/2020 11:01:00 PM ET,Chloe Taylor,(Removes erroneous reference to Australian Ethical being an investor in BHP in para six)* Australian bushfires put carbon emissions in spotlight* World’s largest coal exporter ...
